"114-7";"P2012017";"1";"?SinA=1";"2016-12-26 17:28:03";"33";"NULL";"0"
"114-7";"P2012017";"2";"?SinA=1";"2016-12-26 17:29:43";"33";"NULL";"0"
"114-7";"P2012017";"3";"?SinA=1";"2016-12-27 10:27:26";"67";"NULL";"0"
"114-7";"SEPL02A2017";"1";"?SinA=1";"2017-03-08 11:36:46";"100";"NULL";"0"
"114-7";"SEPM02A2017";"1";"?SinA=1";"2017-03-16 10:09:54";"100";"NULL";"0"
"114-7";"SEPN02A2017";"1";"?SinA=1";"2017-03-06 11:27:24";"100";"NULL";"0"
"114-7";"SEPN02A2017";"2";"?SinA=1";"2017-03-06 11:46:34";"100";"NULL";"0"
"114-7";"SEPN02A2017";"3";"?SinA=1";"2017-03-06 11:49:29";"100";"NULL";"0"
"118-k";"P2012017";"1";"?SinA=1";"2016-12-27 13:21:36";"67";"NULL";"0"
"118-k";"P2012017";"2";"?SinA=1";"2016-12-27 13:23:04";"33";"NULL";"0"
"118-k";"P2012017";"3";"?SinA=1";"2016-12-30 09:45:32";"33";"NULL";"0"
"119-8";"P2012017";"1";"?SinA=1";"2016-12-26 09:38:51";"33";"NULL";"0"
"119-8";"P2012017";"2";"?SinA=1";"2017-01-06 11:56:13";"33";"NULL";"0"
"120-1";"P2012017";"1";"?SinA=1";"2016-12-19 11:02:30";"67";"NULL";"0"
"120-1";"P2012017";"2";"?SinA=1";"2016-12-19 11:07:53";"67";"NULL";"0"
"120-1";"P2012017";"3";"?SinA=1";"2016-12-19 14:03:09";"100";"NULL";"0"
"120-1";"P2012017";"4";"?SinA=1";"2016-12-20 14:42:16";"33";"NULL";"0"
"120-1";"P2012017";"5";"?SinA=1";"2016-12-20 14:44:58";"33";"NULL";"0"
"120-1";"P2012017";"6";"?SinA=1";"2016-12-20 14:46:15";"33";"NULL";"0"
"120-1";"P2012017";"7";"?SinA=1";"2016-12-20 15:17:55";"33";"NULL";"0"
"120-1";"P2012017";"8";"?SinA=1";"2016-12-21 09:30:09";"33";"NULL";"0"
"120-1";"P2012017";"9";"?SinA=1";"2016-12-21 10:02:17";"33";"NULL";"0"
"120-1";"P2012017";"10";"?SinA=1";"2016-12-21 11:59:43";"33";"NULL";"0"
"120-1";"P2012017";"11";"?SinA=1";"2016-12-21 12:22:06";"33";"NULL";"0"
"120-1";"P2012017";"12";"?SinA=1";"2017-01-23 12:23:06";"67";"NULL";"0"
"120-1";"P2012017";"13";"?SinA=1";"2017-01-23 17:04:36";"67";"NULL";"0"
"125-2";"P2012017";"1";"?SinA=1";"2016-12-28 16:06:32";"33";"NULL";"0"
"129-5";"P2012017";"1";"?SinA=1";"2017-03-22 15:37:46";"92";"NULL";"0"
"135-k";"P2012017";"1";"?SinA=1";"2017-03-17 09:42:33";"33";"NULL";"0"
"135-k";"P2012017";"2";"?SinA=1";"2017-03-17 11:06:38";"100";"NULL";"0"
"135-k";"P2012017";"3";"?SinA=1";"2017-03-22 12:03:46";"100";"NULL";"0"
"135-k";"P32017";"1";"90";"2017-01-20 13:30:11";"100";"NULL";"0"
"135-k";"SEPH03A2017";"1";"?SinA=1";"2017-02-21 12:18:40";"48";"NULL";"0"
"135-k";"SEPH04A2017";"1";"?SinA=1";"2017-02-28 12:27:09";"24";"NULL";"0"
"135-k";"SEPL01A2017";"1";"?SinA=1";"2017-02-28 12:38:22";"50";"NULL";"0"
"135-k";"SEPL04A2017";"1";"?SinA=1";"2017-03-09 15:19:14";"34";"NULL";"0"
"135-k";"SEPL05A2017";"1";"?SinA=1";"2017-03-08 12:26:49";"100";"NULL";"0"
"135-k";"SEPL06A2017";"1";"?SinA=1";"2017-03-09 13:38:42";"100";"NULL";"0"
"135-k";"SEPM01A2017";"1";"?SinA=1";"2017-02-28 12:29:46";"80";"NULL";"0"
"135-k";"SEPM05A2017";"1";"?SinA=1";"2017-03-07 09:35:59";"100";"NULL";"0"
"135-k";"SEPM06A2017";"1";"?SinA=1";"2017-03-07 11:51:34";"100";"NULL";"0"
"135-k";"SEPN01A2017";"1";"?SinA=1";"2017-03-10 14:58:23";"50";"NULL";"0"
"135-k";"SEPN04A2017";"1";"?SinA=1";"2017-02-24 13:26:52";"8";"NULL";"0"
"135-k";"SEPN04A2017";"2";"?SinA=1";"2017-02-28 12:33:14";"40";"NULL";"0"
"2-7";"P2012017";"1";"?SinA=1";"2017-01-18 11:12:38";"67";"NULL";"0"
"2-7";"P2012017";"2";"?SinA=1";"2017-03-17 13:05:33";"33";"NULL";"0"
"2-7";"SEPM02A2017";"1";"?SinA=1";"2017-03-15 11:18:21";"50";"NULL";"0"
"48-5";"P2012017";"1";"?SinA=1";"2017-03-30 14:50:18";"17";"NULL";"0"
"48-5";"P2012017";"2";"?SinA=1";"2017-03-30 14:57:02";"21";"NULL";"0"
"48-5";"P2012017";"3";"?SinA=1";"2017-03-30 15:03:29";"21";"NULL";"0"
"48-5";"P2012017";"4";"?SinA=1";"2017-03-30 15:07:02";"21";"NULL";"0"
"48-5";"P2012017";"5";"?SinA=1";"2017-03-30 15:12:28";"21";"NULL";"0"
"48-5";"P2012017";"6";"?SinA=1";"2017-03-30 15:22:10";"21";"NULL";"0"
"60-4";"P2012017";"1";"?SinA=1";"2017-03-20 12:17:42";"67";"NULL";"0"
"60-4";"P2012017";"2";"?SinA=1";"2017-03-20 12:52:48";"33";"NULL";"0"
"64-7";"P2012017";"1";"?SinA=1";"2017-03-28 14:25:31";"88";"NULL";"0"
"679-3";"P2012017";"1";"?SinA=1";"2017-03-28 12:26:26";"13";"NULL";"0"
"679-3";"P2012017";"2";"?SinA=1";"2017-03-28 12:28:43";"1";"NULL";"0"
