"100-7";"P2022017E";"3";"?SinA=1";"2017-06-13 16:46:30";"83";"NULL";"0"
"100-7";"P2022017E";"4";"?SinA=1";"2017-06-13 17:03:02";"88";"NULL";"0"
"100-7";"P2022017E";"5";"?SinA=1";"2017-06-14 12:31:21";"88";"NULL";"0"
"100-7";"P2022017E";"6";"?SinA=1";"2017-06-15 12:15:58";"79";"NULL";"0"
"100-7";"P2022017E";"7";"?SinA=1";"2017-06-15 12:17:59";"92";"NULL";"0"
"100-7";"P2022017E";"8";"?SinA=1";"2017-06-15 12:19:32";"83";"NULL";"0"
"100-7";"P2022017E";"9";"?SinA=1";"2017-06-15 13:28:03";"88";"NULL";"0"
"100-7";"P2022017E";"10";"?SinA=1";"2017-06-15 13:37:18";"88";"NULL";"0"
"100-7";"P2022017E";"11";"?SinA=1";"2017-06-15 14:26:52";"88";"NULL";"0"
"100-7";"P2022017E";"12";"?SinA=1";"2017-06-15 14:29:11";"88";"NULL";"0"
"100-7";"P2022017E";"13";"?SinA=1";"2017-06-15 15:35:33";"88";"NULL";"0"
"100-7";"P2022017E";"14";"?SinA=1";"2017-06-15 15:43:09";"88";"NULL";"0"
"100-7";"P2022017E";"15";"?SinA=1";"2017-06-15 15:45:26";"88";"NULL";"0"
"100-7";"P2022017E";"16";"?SinA=1";"2017-06-15 15:56:45";"88";"NULL";"0"
"100-7";"P2022017E";"17";"?SinA=1";"2017-06-15 16:24:55";"146";"NULL";"0"
"100-7";"P2022017E";"18";"?SinA=1";"2017-06-15 16:42:05";"75";"NULL";"0"
"102-3";"P2012017";"1";"?SinA=1";"2017-03-30 13:08:03";"25";"NULL";"0"
"102-3";"P2012017";"2";"?SinA=1";"2017-03-30 13:18:09";"29";"NULL";"0"
"102-3";"P2012017";"3";"?SinA=1";"2017-04-07 11:37:26";"25";"NULL";"0"
"102-3";"P2022017E";"1";"?SinA=1";"2017-06-12 19:15:17";"25";"NULL";"0"
"102-3";"P2022017E";"2";"?SinA=1";"2017-06-14 13:00:59";"88";"NULL";"0"
"102-3";"P2022017E";"3";"?SinA=1";"2017-06-14 17:32:12";"92";"NULL";"0"
"102-3";"P2022017E";"4";"?SinA=1";"2017-06-14 17:36:03";"54";"NULL";"0"
"29-9";"P2012017";"1";"?SinA=1";"2017-04-10 13:22:46";"40";"NULL";"0"
"29-9";"P2012017";"2";"?SinA=1";"2017-06-06 17:11:35";"67";"NULL";"0"
"29-9";"P2012017";"3";"?SinA=1";"2017-06-15 13:21:24";"21";"NULL";"0"
"30-2";"P2012017";"1";"?SinA=1";"2017-04-10 13:21:23";"52";"NULL";"0"
"30-2";"P2012017";"2";"?SinA=1";"2017-04-17 11:10:29";"92";"NULL";"0"
"30-2";"P2012017";"3";"?SinA=1";"2017-04-17 15:50:40";"92";"NULL";"0"
"30-2";"P2012017";"4";"?SinA=1";"2017-06-07 17:25:27";"23";"NULL";"0"
"30-2";"P2012017";"5";"?SinA=1";"2017-06-15 13:16:13";"92";"NULL";"0"
"31-0";"P2012017";"1";"?SinA=1";"2017-04-05 13:12:38";"88";"NULL";"0"
"31-0";"P2012017";"2";"?SinA=1";"2017-04-05 15:09:02";"92";"NULL";"0"
"31-0";"P2012017";"3";"?SinA=1";"2017-04-07 10:09:15";"71";"NULL";"0"
"31-0";"P2012017";"4";"?SinA=1";"2017-04-07 10:52:38";"63";"NULL";"0"
"31-0";"P2012017";"5";"?SinA=1";"2017-04-10 13:19:56";"92";"NULL";"0"
"31-0";"P2012017";"6";"?SinA=1";"2017-04-13 00:09:41";"25";"NULL";"0"
"31-0";"P2012017";"7";"?SinA=1";"2017-04-26 09:37:51";"92";"NULL";"0"
"31-0";"P2012017";"8";"?SinA=1";"2017-04-26 13:20:10";"88";"NULL";"0"
"31-0";"P2012017";"9";"?SinA=1";"2017-04-26 13:48:48";"83";"NULL";"0"
"31-0";"P2012017";"10";"?SinA=1";"2017-04-26 13:54:36";"50";"NULL";"0"
"31-0";"P2012017";"11";"?SinA=1";"2017-04-27 11:35:26";"54";"NULL";"0"
"31-0";"P2012017";"12";"?SinA=1";"2017-04-27 12:12:34";"50";"NULL";"0"
"31-0";"P2012017";"13";"?SinA=1";"2017-05-02 11:10:31";"94";"NULL";"0"
"31-0";"P2012017";"14";"?SinA=1";"2017-06-15 13:06:28";"21";"NULL";"0"
"80-9";"P2012017";"1";"?SinA=1";"2017-03-16 15:48:02";"67";"NULL";"0"
"80-9";"P2012017";"2";"?SinA=1";"2017-03-16 15:48:45";"67";"NULL";"0"
"80-9";"P2012017";"3";"?SinA=1";"2017-03-22 12:14:22";"30";"NULL";"0"
"80-9";"P2012017";"4";"?SinA=1";"2017-03-22 12:28:50";"4";"NULL";"0"
"80-9";"P2012017";"5";"?SinA=1";"2017-03-22 13:03:16";"4";"NULL";"0"
"80-9";"P2012017";"6";"?SinA=1";"2017-03-22 13:06:42";"1";"NULL";"0"
"80-9";"P2012017";"7";"?SinA=1";"2017-03-22 13:11:49";"25";"NULL";"0"
"80-9";"P2012017";"8";"?SinA=1";"2017-04-03 13:06:58";"92";"NULL";"0"
"80-9";"P2012017";"9";"?SinA=1";"2017-04-17 12:34:09";"92";"NULL";"0"
"80-9";"P2012017";"10";"?SinA=1";"2017-05-24 13:06:28";"92";"NULL";"0"
"82-5";"P2012017";"1";"?SinA=1";"2017-03-22 13:15:17";"25";"NULL";"0"
"82-5";"P2012017";"2";"?SinA=1";"2017-04-03 13:13:23";"46";"NULL";"0"
"82-5";"P2012017";"3";"?SinA=1";"2017-04-28 15:29:28";"1";"NULL";"0"
"82-5";"P2012017";"4";"?SinA=1";"2017-04-28 15:29:29";"4";"NULL";"0"
"82-5";"P2012017";"5";"?SinA=1";"2017-04-28 15:30:38";"1";"NULL";"0"
"82-5";"P2012017";"6";"?SinA=1";"2017-04-28 15:30:39";"4";"NULL";"0"
"82-5";"P2012017";"7";"?SinA=1";"2017-04-28 15:31:35";"1";"NULL";"0"
"82-5";"P2012017";"8";"?SinA=1";"2017-04-28 15:31:36";"4";"NULL";"0"
"84-1";"P2012017";"1";"?SinA=1";"2017-03-22 13:19:36";"50";"NULL";"0"
"87-6";"P2012017";"1";"?SinA=1";"2017-03-22 13:25:02";"71";"NULL";"0"
"98-1";"P2012017";"1";"?SinA=1";"2017-03-30 13:11:47";"50";"NULL";"0"
"98-1";"P2012017";"2";"?SinA=1";"2017-04-07 11:41:35";"50";"NULL";"0"
"98-1";"P2022017E";"1";"?SinA=1";"2017-06-13 15:16:18";"96";"NULL";"0"
